76 80	3.00000
77 67	38.00000
77 77	47.00000
77 80	6.00000
77 81	8.00000
78 66	25.00000
78 67	2.00000
78 78	71.00000
78 79	1.00000
79 18	3.00000
79 67	2.00000
79 79	89.00000
80 67	6.00000
80 80	90.00000
81 67	19.00000
81 77	1.00000
81 80	2.00000
81 81	77.00000
82 18	8.00000
82 19	2.00000
82 82	86.00000
83 18	5.00000
83 19	17.00000
83 83	65.00000
84 19	10.00000
84 83	16.00000
84 84	59.00000
85 85	46.00000
85 86	30.00000
85 87	16.00000
85 91	4.00000
86 86	84.00000
86 88	6.00000
86 89	4.00000
86 90	4.00000
87 85	9.00000
87 86	8.00000
87 87	71.00000
87 91	6.00000
88 86	12.00000
88 88	68.00000
88 89	8.00000
88 90	9.00000
89 86	9.00000
89 88	10.00000
89 89	65.00000
89 90	8.00000
90 86	9.00000
90 88	9.00000
90 90	72.00000
91 91	73.00000
91 92	6.00000
91 93	6.00000
91 94	10.00000
92 91	5.00000
92 92	83.00000
92 93	4.00000
92 94	5.00000
93 87	12.00000
93 92	9.00000
93 93	62.00000
93 94	9.00000
94 87	5.00000
94 91	7.00000
94 92	7.00000
94 94	77.00000
95 86	9.00000
95 89	8.00000
95 90	6.00000
95 95	71.00000
96 18	3.00000
96 96	87.00000
96 97	5.00000
96 98	4.00000
97 97	87.00000
97 112	3.00000
97 116	3.00000
97 117	5.00000
98 96	7.00000
98 98	79.00000
98 99	10.00000
100 96	23.00000
100 98	13.00000
100 100	36.00000
100 101	15.00000
101 96	11.00000
101 101	60.00000
101 102	15.00000
101 103	7.00000
103 96	11.00000
103 103	70.00000
103 104	7.00000
103 105	6.00000
104 96	7.00000
104 98	7.00000
104 104	73.00000
104 106	6.00000
106 96	5.00000
106 102	4.00000
106 106	79.00000
106 107	8.00000
107 104	5.00000
107 106	5.00000
107 107	86.00000
108 106	4.00000
108 108	88.00000
108 109	5.00000
109 108	36.00000
109 109	54.00000
110 22	26.00000
110 110	74.00000
111 96	21.00000
111 98	14.00000
111 99	6.00000
111 111	54.00000
112 97	4.00000
112 112	92.00000
112 113	3.00000
113 97	3.00000
113 112	7.00000
113 113	84.00000
113 114	3.00000
114 112	5.00000
114 113	5.00000
114 114	84.00000
114 115	3.00000
115 112	4.00000
115 113	4.00000
115 114	5.00000
115 115	84.00000
116 97	5.00000
116 115	5.00000
116 116	82.00000
116 117	4.00000
117 97	6.00000
117 115	3.00000
117 116	4.00000
117 117	84.00000
118 107	4.00000
118 112	32.00000
118 118	61.00000
119 19	1.00000
119 119	95.00000
119 120	1.00000
120 120	93.00000
120 124	2.00000
120 125	2.00000
120 126	2.00000
121 120	27.00000
121 121	32.00000
121 122	15.00000
121 123	15.00000
123 120	43.00000
123 122	8.00000
123 123	37.00000
123 126	9.00000
124 120	1.00000
124 124	88.00000
124 125	8.00000
125 120	3.00000
125 124	12.00000
125 125	82.00000
125 126	2.00000
126 120	21.00000
126 124	6.00000
126 125	7.00000
126 126	63.00000
127 120	24.00000
127 122	29.00000
127 123	20.00000
127 127	19.00000
128 120	22.00000
128 122	9.00000
128 126	7.00000
128 128	58.00000
129 120	8.00000
129 126	24.00000
129 129	56.00000
130 125	8.00000
130 126	26.00000
130 129	21.00000
130 130	37.00000
131 119	31.00000
131 120	4.00000
131 131	35.00000
131 132	30.00000
132 119	46.00000
132 131	19.00000
132 132	30.00000
133 119	31.00000
133 120	4.00000
133 131	35.00000
134 134	71.00000
134 135	19.00000
134 136	5.00000
134 137	4.00000
135 134	1.00000
135 135	94.00000
135 136	2.00000
135 137	1.00000
136 134	2.00000
136 135	14.00000
136 136	80.00000
136 138	2.00000
137 134	6.00000
137 135	17.00000
137 137	70.00000
137 139	4.00000
138 134	10.00000
138 135	36.00000
138 136	8.00000
138 138	39.00000
139 135	35.00000
139 136	7.00000
139 137	8.00000
139 139	44.00000
140 134	23.00000
140 137	25.00000
140 140	52.00000
141 134	11.00000
141 135	18.00000
141 139	10.00000
141 141	52.00000
142 134	8.00000
142 135	7.00000
142 142	85.00000
143 143	82.00000
143 144	5.00000
143 169	5.00000
143 170	5.00000
144 143	14.00000
144 144	65.00000
144 169	7.00000
144 170	8.00000
145 145	68.00000
145 146	10.00000
145 171	8.00000
145 172	7.00000
146 135	15.00000
146 136	9.00000
146 137	5.00000
146 146	66.00000
147 143	6.00000
147 145	6.00000
147 147	76.00000
147 148	6.00000
148 143	16.00000
148 147	7.00000
148 148	63.00000
149 149	55.00000
149 173	14.00000
149 174	11.00000
149 175	11.00000
150 143	10.00000
150 145	9.00000
150 150	66.00000
150 170	8.00000
151 143	7.00000
151 145	9.00000
151 146	8.00000
151 151	76.00000
152 143	8.00000
152 144	9.00000
152 152	62.00000
152 170	14.00000
153 153	85.00000
153 177	15.00000
154 154	72.00000
154 179	10.00000
155 154	11.00000
155 155	73.00000
156 148	36.00000
156 156	64.00000
157 154	24.00000
157 155	17.00000
157 157	59.00000
158 158	88.00000
158 159	3.00000
158 177	9.00000
159 158	10.00000
159 159	70.00000
159 177	12.00000
160 144	12.00000
160 147	16.00000
160 160	46.00000
160 170	14.00000
161 161	100.00000
162 150	48.00000
162 162	52.00000
165 163	4.00000
165 165	77.00000
165 166	11.00000
165 167	6.00000
166 163	4.00000
166 165	6.00000
166 166	77.00000
166 167	9.00000
167 161	4.00000
167 165	2.00000
167 166	4.00000
167 167	88.00000
168 165	12.00000
168 166	11.00000
168 167	14.00000
168 168	55.00000
170 143	13.00000
170 144	7.00000
170 169	7.00000
170 170	68.00000
171 145	2.00000
171 171	92.00000
171 192	3.00000
172 145	7.00000
172 171	3.00000
172 172	80.00000
172 175	6.00000
173 173	80.00000
173 174	4.00000
173 178	7.00000
174 173	21.00000
174 174	53.00000
174 178	10.00000
174 181	9.00000
175 145	1.00000
175 171	4.00000
175 175	93.00000
176 143	5.00000
176 148	6.00000
176 176	89.00000
177 158	4.00000
177 159	2.00000
177 177	94.00000
178 173	19.00000
178 178	74.00000
178 181	7.00000
179 157	1.00000
179 179	99.00000
180 180	84.00000
180 182	4.00000
180 183	7.00000
180 184	2.00000
181 173	33.00000
181 178	27.00000
181 181	40.00000
182 180	5.00000
182 182	87.00000
182 184	2.00000
182 185	3.00000
183 180	6.00000
183 182	3.00000
183 183	85.00000
183 184	3.00000
184 180	5.00000
184 182	4.00000
184 183	5.00000
184 184	83.00000
185 180	2.00000
185 182	3.00000
185 183	2.00000
185 185	92.00000
186 180	18.00000
186 182	16.00000
186 183	9.00000
186 186	48.00000
187 180	12.00000
187 183	15.00000
187 185	7.00000
187 187	60.00000
188 180	20.00000
188 183	25.00000
188 185	16.00000
188 188	39.00000
189 180	15.00000
189 184	7.00000
189 187	11.00000
189 189	61.00000
190 158	12.00000
190 159	17.00000
190 177	12.00000
190 190	59.00000
191 173	11.00000
191 174	9.00000
191 178	15.00000
191 191	65.00000
192 171	1.00000
192 192	98.00000
192 194	1.00000
193 165	40.00000
193 193	60.00000
194 192	14.00000
194 194	76.00000
195 194	38.00000
195 195	62.00000
196 145	3.00000
196 163	20.00000
196 175	4.00000
196 196	31.00000
196 197	20.00000
196 198	22.00000
197 163	14.00000
197 167	8.00000
197 197	65.00000
197 198	7.00000
198 163	14.00000
198 167	13.00000
198 197	14.00000
198 198	50.00000
199 163	28.00000
199 197	25.00000
199 199	47.00000
200 197	20.00000
200 198	19.00000
200 200	48.00000
201 175	8.00000
201 201	92.00000
202 134	13.00000
202 135	25.00000
202 137	13.00000
202 202	38.00000
203 135	10.00000
203 136	6.00000
203 146	3.00000
203 203	78.00000
